file_id,run_id,encryption_time_seconds,decryption_time_seconds,encryption_throughput_mb_s,decryption_throughput_mb_s,plaintext_size_bytes,ciphertext_size_bytes,expansion_bytes,expansion_percent,sha256_plaintext,sha256_decrypted,reconstruction_match
F03,1,0.0825055400000565,0.08827909900037412,6.060199109049618,5.663854815712166,524288,524288,0,0.0,8a06cdab9a8bbb7bdfeb403cbc21e3ad2b7af9cc8ffcd4226f053f9cd7105388,8a06cdab9a8bbb7bdfeb403cbc21e3ad2b7af9cc8ffcd4226f053f9cd7105388,True
F03,2,0.08807344300021214,0.08630975300002319,5.677080206786008,5.793088065028591,524288,524288,0,0.0,8a06cdab9a8bbb7bdfeb403cbc21e3ad2b7af9cc8ffcd4226f053f9cd7105388,8a06cdab9a8bbb7bdfeb403cbc21e3ad2b7af9cc8ffcd4226f053f9cd7105388,True
F03,3,0.08242327500011015,0.09203241399973194,6.0662476709319275,5.432868467423405,524288,524288,0,0.0,8a06cdab9a8bbb7bdfeb403cbc21e3ad2b7af9cc8ffcd4226f053f9cd7105388,8a06cdab9a8bbb7bdfeb403cbc21e3ad2b7af9cc8ffcd4226f053f9cd7105388,True
F03,4,0.08332915300024979,0.08442715399996814,6.0003009990813325,5.922265246560232,524288,524288,0,0.0,8a06cdab9a8bbb7bdfeb403cbc21e3ad2b7af9cc8ffcd4226f053f9cd7105388,8a06cdab9a8bbb7bdfeb403cbc21e3ad2b7af9cc8ffcd4226f053f9cd7105388,True
F03,5,0.08441540400008307,0.0833332510001128,5.923089582080398,6.000005927997735,524288,524288,0,0.0,8a06cdab9a8bbb7bdfeb403cbc21e3ad2b7af9cc8ffcd4226f053f9cd7105388,8a06cdab9a8bbb7bdfeb403cbc21e3ad2b7af9cc8ffcd4226f053f9cd7105388,True
F04,1,0.011479088000214688,0.009419128999979876,5.444683410287568,6.63543306394185,65536,65536,0,0.0,4c989d5e41e6825ab8b8bc3695c2e4017297d6e79e664df3e22630883df032ed,4c989d5e41e6825ab8b8bc3695c2e4017297d6e79e664df3e22630883df032ed,True
F04,2,0.009347302000151103,0.009739917999922909,6.68642138651235,6.416891805505414,65536,65536,0,0.0,4c989d5e41e6825ab8b8bc3695c2e4017297d6e79e664df3e22630883df032ed,4c989d5e41e6825ab8b8bc3695c2e4017297d6e79e664df3e22630883df032ed,True
F04,3,0.009063438999874052,0.010534553000070446,6.89583722038274,5.93285733144843,65536,65536,0,0.0,4c989d5e41e6825ab8b8bc3695c2e4017297d6e79e664df3e22630883df032ed,4c989d5e41e6825ab8b8bc3695c2e4017297d6e79e664df3e22630883df032ed,True
F04,4,0.01055342900008327,0.010701591000270128,5.922245745862019,5.840253098667515,65536,65536,0,0.0,4c989d5e41e6825ab8b8bc3695c2e4017297d6e79e664df3e22630883df032ed,4c989d5e41e6825ab8b8bc3695c2e4017297d6e79e664df3e22630883df032ed,True
F04,5,0.010708576000070025,0.011231148000206304,5.836443613006184,5.564880811725742,65536,65536,0,0.0,4c989d5e41e6825ab8b8bc3695c2e4017297d6e79e664df3e22630883df032ed,4c989d5e41e6825ab8b8bc3695c2e4017297d6e79e664df3e22630883df032ed,True
F05,1,0.025561033000030875,0.01955277200022465,4.8902561958215465,6.392955433560204,131072,131072,0,0.0,b14a240a549ad4d8e03487fe363d279762bac04465bc05706f0993f8d00ee325,b14a240a549ad4d8e03487fe363d279762bac04465bc05706f0993f8d00ee325,True
F05,2,0.019721854000181338,0.021875973000078375,6.338146504829143,5.714031554141713,131072,131072,0,0.0,b14a240a549ad4d8e03487fe363d279762bac04465bc05706f0993f8d00ee325,b14a240a549ad4d8e03487fe363d279762bac04465bc05706f0993f8d00ee325,True
F05,3,0.019143897999583714,0.02021197000021857,6.529495717262917,6.1844540635399845,131072,131072,0,0.0,b14a240a549ad4d8e03487fe363d279762bac04465bc05706f0993f8d00ee325,b14a240a549ad4d8e03487fe363d279762bac04465bc05706f0993f8d00ee325,True
F05,4,0.019323721999626287,0.021359317999667837,6.468733094091162,5.852246780629602,131072,131072,0,0.0,b14a240a549ad4d8e03487fe363d279762bac04465bc05706f0993f8d00ee325,b14a240a549ad4d8e03487fe363d279762bac04465bc05706f0993f8d00ee325,True
F05,5,0.022318014000120456,0.022078449000218825,5.600856778713614,5.6616295827103205,131072,131072,0,0.0,b14a240a549ad4d8e03487fe363d279762bac04465bc05706f0993f8d00ee325,b14a240a549ad4d8e03487fe363d279762bac04465bc05706f0993f8d00ee325,True
F06,1,0.04115117699984694,0.04357907299981889,6.075160377573887,5.7366984378267745,262144,262144,0,0.0,237e1050346c4ad523289f4ecf66b9d3e47b7e355de10bd4769126a18a17f1c1,237e1050346c4ad523289f4ecf66b9d3e47b7e355de10bd4769126a18a17f1c1,True
F06,2,0.04258849400002873,0.04103949099999227,5.870130087244488,6.091693486160613,262144,262144,0,0.0,237e1050346c4ad523289f4ecf66b9d3e47b7e355de10bd4769126a18a17f1c1,237e1050346c4ad523289f4ecf66b9d3e47b7e355de10bd4769126a18a17f1c1,True
F06,3,0.04060853600003611,0.04365182099991216,6.156341119999443,5.727137935448399,262144,262144,0,0.0,237e1050346c4ad523289f4ecf66b9d3e47b7e355de10bd4769126a18a17f1c1,237e1050346c4ad523289f4ecf66b9d3e47b7e355de10bd4769126a18a17f1c1,True
F06,4,0.040986621000229206,0.04041638399985459,6.099551363324192,6.185610271341925,262144,262144,0,0.0,237e1050346c4ad523289f4ecf66b9d3e47b7e355de10bd4769126a18a17f1c1,237e1050346c4ad523289f4ecf66b9d3e47b7e355de10bd4769126a18a17f1c1,True
F06,5,0.04045566400009193,0.042708948999916174,6.179604418294356,5.853574153756176,262144,262144,0,0.0,237e1050346c4ad523289f4ecf66b9d3e47b7e355de10bd4769126a18a17f1c1,237e1050346c4ad523289f4ecf66b9d3e47b7e355de10bd4769126a18a17f1c1,True
F07,1,0.08156146400006037,0.08811778700010109,6.13034606636818,5.674223298406557,524288,524288,0,0.0,2929dac64463122698359b040a0e96758727636594994c770e59c9a6cb61a842,2929dac64463122698359b040a0e96758727636594994c770e59c9a6cb61a842,True
F07,2,0.08745005099990522,0.08727016499960882,5.717549552950426,5.729334876383483,524288,524288,0,0.0,2929dac64463122698359b040a0e96758727636594994c770e59c9a6cb61a842,2929dac64463122698359b040a0e96758727636594994c770e59c9a6cb61a842,True
F07,3,0.08643398699996396,0.08605910699998276,5.784761496657657,5.809960356666264,524288,524288,0,0.0,2929dac64463122698359b040a0e96758727636594994c770e59c9a6cb61a842,2929dac64463122698359b040a0e96758727636594994c770e59c9a6cb61a842,True
F07,4,0.0889377879998392,0.0879851099998632,5.621907304473369,5.6827797339888235,524288,524288,0,0.0,2929dac64463122698359b040a0e96758727636594994c770e59c9a6cb61a842,2929dac64463122698359b040a0e96758727636594994c770e59c9a6cb61a842,True
F07,5,0.08781766700030857,0.08053870300000199,5.693615158305709,6.208195331876498,524288,524288,0,0.0,2929dac64463122698359b040a0e96758727636594994c770e59c9a6cb61a842,2929dac64463122698359b040a0e96758727636594994c770e59c9a6cb61a842,True
F08,1,0.010313588999906642,0.01416165099999489,6.059966128237779,4.413327231409851,65536,65536,0,0.0,b4c43a1387fb539bfafdc81ba77f68c2fbd604fb3bede5a9e443d393e07e027d,b4c43a1387fb539bfafdc81ba77f68c2fbd604fb3bede5a9e443d393e07e027d,True
F08,2,0.02021873500007132,0.011755687999993825,3.0911924014919596,5.316575261272061,65536,65536,0,0.0,b4c43a1387fb539bfafdc81ba77f68c2fbd604fb3bede5a9e443d393e07e027d,b4c43a1387fb539bfafdc81ba77f68c2fbd604fb3bede5a9e443d393e07e027d,True
F08,3,0.009847670999988622,0.010631199999806995,6.346678316128982,5.878922417143376,65536,65536,0,0.0,b4c43a1387fb539bfafdc81ba77f68c2fbd604fb3bede5a9e443d393e07e027d,b4c43a1387fb539bfafdc81ba77f68c2fbd604fb3bede5a9e443d393e07e027d,True
F08,4,0.010743129000275076,0.010842002000117645,5.817671927647867,5.764618010522579,65536,65536,0,0.0,b4c43a1387fb539bfafdc81ba77f68c2fbd604fb3bede5a9e443d393e07e027d,b4c43a1387fb539bfafdc81ba77f68c2fbd604fb3bede5a9e443d393e07e027d,True
F08,5,0.010777976000099443,0.011754830999961996,5.79886242086857,5.316962872558701,65536,65536,0,0.0,b4c43a1387fb539bfafdc81ba77f68c2fbd604fb3bede5a9e443d393e07e027d,b4c43a1387fb539bfafdc81ba77f68c2fbd604fb3bede5a9e443d393e07e027d,True
F09,1,0.022867381000196474,0.021568436000052316,5.466301540999646,5.795505988459099,131072,131072,0,0.0,91cdc799f945bbef7e56cd4a5dff67f2652b7e02d782d13bb762bf1c615cc9ea,91cdc799f945bbef7e56cd4a5dff67f2652b7e02d782d13bb762bf1c615cc9ea,True
F09,2,0.0229585050001333,0.020708229999854666,5.444605386948071,6.0362474243755875,131072,131072,0,0.0,91cdc799f945bbef7e56cd4a5dff67f2652b7e02d782d13bb762bf1c615cc9ea,91cdc799f945bbef7e56cd4a5dff67f2652b7e02d782d13bb762bf1c615cc9ea,True
F09,3,0.020275793000109843,0.022120796000308474,6.164986987158668,5.650791228229621,131072,131072,0,0.0,91cdc799f945bbef7e56cd4a5dff67f2652b7e02d782d13bb762bf1c615cc9ea,91cdc799f945bbef7e56cd4a5dff67f2652b7e02d782d13bb762bf1c615cc9ea,True
F09,4,0.019997891999992135,0.02255642699992677,6.250658819442028,5.541657816657125,131072,131072,0,0.0,91cdc799f945bbef7e56cd4a5dff67f2652b7e02d782d13bb762bf1c615cc9ea,91cdc799f945bbef7e56cd4a5dff67f2652b7e02d782d13bb762bf1c615cc9ea,True
F09,5,0.01889466900001935,0.019703726999978244,6.615622639373677,6.343977461732901,131072,131072,0,0.0,91cdc799f945bbef7e56cd4a5dff67f2652b7e02d782d13bb762bf1c615cc9ea,91cdc799f945bbef7e56cd4a5dff67f2652b7e02d782d13bb762bf1c615cc9ea,True
F10,1,0.04037917599998764,0.04560170500008098,6.19131009508655,5.4822511570467825,262144,262144,0,0.0,008b038a19b2a561d5101632410762dc75f99ba6abc816a6bda921a2f33e3a66,008b038a19b2a561d5101632410762dc75f99ba6abc816a6bda921a2f33e3a66,True
F10,2,0.041634224000063114,0.0452704320000521,6.004675384357374,5.522368330828217,262144,262144,0,0.0,008b038a19b2a561d5101632410762dc75f99ba6abc816a6bda921a2f33e3a66,008b038a19b2a561d5101632410762dc75f99ba6abc816a6bda921a2f33e3a66,True
F10,3,0.04396263699982228,0.03755930199986324,5.686647049880348,6.656140734481975,262144,262144,0,0.0,008b038a19b2a561d5101632410762dc75f99ba6abc816a6bda921a2f33e3a66,008b038a19b2a561d5101632410762dc75f99ba6abc816a6bda921a2f33e3a66,True
F10,4,0.03992586599997594,0.04313392099993507,6.261604945529563,5.795902487055984,262144,262144,0,0.0,008b038a19b2a561d5101632410762dc75f99ba6abc816a6bda921a2f33e3a66,008b038a19b2a561d5101632410762dc75f99ba6abc816a6bda921a2f33e3a66,True
F10,5,0.04470783399983702,0.04396156099983273,5.591861149008278,5.686786235842518,262144,262144,0,0.0,008b038a19b2a561d5101632410762dc75f99ba6abc816a6bda921a2f33e3a66,008b038a19b2a561d5101632410762dc75f99ba6abc816a6bda921a2f33e3a66,True
F11,1,0.08670880199997555,0.09573804000001473,5.766427265367373,5.222584460679611,524288,524288,0,0.0,43c71eeff910b0b34dad288c178953a2d355faab4f229a9dd11466fa24ec6f0d,43c71eeff910b0b34dad288c178953a2d355faab4f229a9dd11466fa24ec6f0d,True
F11,2,0.0889686199998323,0.08954425699994317,5.619959037253163,5.583831021126429,524288,524288,0,0.0,43c71eeff910b0b34dad288c178953a2d355faab4f229a9dd11466fa24ec6f0d,43c71eeff910b0b34dad288c178953a2d355faab4f229a9dd11466fa24ec6f0d,True
F11,3,0.08919279599967922,0.0891894209999009,5.605833906157603,5.606046035443548,524288,524288,0,0.0,43c71eeff910b0b34dad288c178953a2d355faab4f229a9dd11466fa24ec6f0d,43c71eeff910b0b34dad288c178953a2d355faab4f229a9dd11466fa24ec6f0d,True
F11,4,0.09087138299992148,0.08767360499996357,5.502282275162821,5.702970694546069,524288,524288,0,0.0,43c71eeff910b0b34dad288c178953a2d355faab4f229a9dd11466fa24ec6f0d,43c71eeff910b0b34dad288c178953a2d355faab4f229a9dd11466fa24ec6f0d,True
F11,5,0.0854655780003668,0.08815625600027488,5.8503085300359645,5.671747221189168,524288,524288,0,0.0,43c71eeff910b0b34dad288c178953a2d355faab4f229a9dd11466fa24ec6f0d,43c71eeff910b0b34dad288c178953a2d355faab4f229a9dd11466fa24ec6f0d,True
F12,1,0.01062296800000695,0.012648693999835814,5.883478139062371,4.941221599701224,65536,65536,0,0.0,bedfd307108e0044581c9f1e3280483bb12c1e698ff195678aecc413f09b4a5d,bedfd307108e0044581c9f1e3280483bb12c1e698ff195678aecc413f09b4a5d,True
F12,2,0.011712792000253103,0.012243631999808713,5.336046264515705,5.10469442408727,65536,65536,0,0.0,bedfd307108e0044581c9f1e3280483bb12c1e698ff195678aecc413f09b4a5d,bedfd307108e0044581c9f1e3280483bb12c1e698ff195678aecc413f09b4a5d,True
F12,3,0.012595666999914101,0.010851289000129327,4.96202384521806,5.759684402401882,65536,65536,0,0.0,bedfd307108e0044581c9f1e3280483bb12c1e698ff195678aecc413f09b4a5d,bedfd307108e0044581c9f1e3280483bb12c1e698ff195678aecc413f09b4a5d,True
F12,4,0.010815571999955864,0.011120878999918204,5.7787050005542975,5.620059349666487,65536,65536,0,0.0,bedfd307108e0044581c9f1e3280483bb12c1e698ff195678aecc413f09b4a5d,bedfd307108e0044581c9f1e3280483bb12c1e698ff195678aecc413f09b4a5d,True
F12,5,0.011700508000103582,0.011943637000058516,5.341648413850638,5.23291188435263,65536,65536,0,0.0,bedfd307108e0044581c9f1e3280483bb12c1e698ff195678aecc413f09b4a5d,bedfd307108e0044581c9f1e3280483bb12c1e698ff195678aecc413f09b4a5d,True
